Date,Title,Description,Duration,Links,Places
2016-06-24,WS More or Less: Brexit Economics,"Following a referendum, the UK has voted to leave the European Union. Tim Harford and the team explore what that might mean for the UK’s economy. Most notably - what might be the impact on trade? We examine the economic forecasts from the government, and how the UK might manage its relationships with other countries.
(Image: A pay-per-view binocular with the British and European Union flags. Credit: Sean Gallup/Getty Images)",9 minutes,https://www.bbc.co.uk/programmes/p03zc6lc,"['UK', 'UK', 'UK', 'British']"
2016-06-17,WS More or Less: When Companies Track Your Life,"How are companies using our personal data? It’s a familiar concern. Online retailers are tracking us so they can sell things to us. Bricks and mortar retailers have loyalty card schemes. Our banks and credit card companies know all about us. And of course, the big computer and telecoms companies could potentially track our internet searches, our phone calls – even our location as we wander around. But this isn’t the first time that large corporations have gathered sensitive data about their customers. We tell the shadowy story of how the personal details of Americans were pooled among insurance companies more than a hundred years ago. Presenter: Tim Harford Producer: Elizabeth Cassin(Image: A police CCTV camera observes a woman walking. Credit: Leon Neal/AFP/Getty Images)",9 minutes,https://www.bbc.co.uk/programmes/p03ymsh3,['Americans']
2016-06-17,The Referendum by Numbers: Trade,"If it seems the EU referendum debate just involves two politicians shouting contradictory statistics at each other - then we are here to help. In this series, we're giving you a break from the politicians and we're going to try to figure out the truth. Bracing concept, isn't it? We'll be looking at some of the big questions - the cost of being a member, immigration, lawmaking and regulation. But today we're looking at trade. Tim Harford asks if the UK would be better off in or out when it comes to trade with other nations.",12 minutes,https://www.bbc.co.uk/programmes/p03ymhgx,['UK']
2016-06-16,The Referendum by Numbers: Regulation,"If it seems the EU referendum debate just involves two politicians shouting contradictory statistics at each other - then we are here to help. In this series, we're giving you a break from the politicians and we're going to try to figure out the truth. Bracing concept, isn't it? We'll be looking at some of the big questions - the cost of being a member, immigration, law-making and trade. But today we're looking at EU regulation. Tim Harford asks how much red tape from the EU is costs the UK and what might happen if we leave?",12 minutes,https://www.bbc.co.uk/programmes/p03yjd1w,['UK']
2016-06-15,The Referendum by Numbers: Law,"If it seems the EU referendum debate just involves two politicians shouting contradictory statistics at each other - then we are here to help. In this series, we're giving you a break from the politicians and we're going to try to figure out the truth. Bracing concept, isn't it? We'll be looking at some of the big questions - the cost of being a member, immigration, regulations and trade. But today we're looking at lawmaking. Tim Harford asks how much UK law comes from the EU and are we always being outvoted on what to implement?",12 minutes,https://www.bbc.co.uk/programmes/p03yfstm,['UK']
2016-06-14,The Referendum by Numbers: Immigration,"If it seems the EU referendum debate just involves two politicians shouting contradictory statistics at each other - then we are here to help. In this series, we're giving you a break from the politicians and we're going to try to figure out the truth. Bracing concept, isn't it? We'll be looking at some of the big questions - The cost of the EU, lawmaking, regulations and trade. In th secomd of these programmes Tim Harford asks what might happen to migration if we left the EU, and what are the benefits and costs of EU migrants to the UK economy?",12 minutes,https://www.bbc.co.uk/programmes/p03y9qyc,['UK']
2016-06-13,The Referendum by Numbers: The Cost of EU Membership,"If the EU referendum debate just involves two politicians shouting contradictory statistics at each other - then we are here to help. In this series, we're giving you a break from the politicians and we're going to try to figure out the truth. Bracing concept, isn't it? We'll be looking at some of the big questions - immigration, lawmaking, regulations and trade.But in this first program, Tim Harford tackles two very basic questions: how much would we save if we left the EU? And what would we lose if we did?",11 minutes,https://www.bbc.co.uk/programmes/p03y68jn,[]
2016-06-10,WS More or Less: Sexist Data Crisis,There is a black hole in our knowledge of women and girls around the world. Campaigners say that they are often missing from official statistics and areas of their lives are ignored completely - but what needs to be done? Producer: Charlotte McDonald Presenter: Tim Harford,9 minutes,https://www.bbc.co.uk/programmes/p03xxgsz,[]
2016-06-03,WS More or Less: HIV in Africa,"The news aggregation website Zimbabwe Today recently ran a headline stating that 74% of African girls aged 15-24 are HIV positive. Although the statistic is not true, Mary Mahy from UNAIDS reveals that young women do have a higher infection rate than young men. Kyle Evans is a folk singing mathematician by trade who is always looking for new ways to communicate his love of maths to a sometimes apprehensive audience. Next week he is representing the UK against 26 other countries at the Cheltenham Science festival in England. He came into the studio to perform his competition entry.
Producer: Laura GrayPresenter: Ruth Alexander",9 minutes,https://www.bbc.co.uk/programmes/p03x6cr6,"['Zimbabwe', 'African', 'UK', 'England']"
2016-05-27,WS More or Less: Refugee Camp Statistics,"What is the average length of stay in a refugee camp? It is regularly reported that it is 17 years but is this true?
Floppy Disks
This week’s shocking revelation of the computer world was that the Department of Defence still uses 1970s floppy disks to coordinate its nuclear weapons systems. But can it possibly be true that you could fit more than three million of them on a single ten dollar USB drive?
Producer: Laura GrayPresenter: Ruth Alexander",9 minutes,https://www.bbc.co.uk/programmes/p03wgr2n,[]
2016-05-20,WS More or Less: The World's Most Profitable Product,"Recently one of our listeners contacted us to say he heard a BBC correspondent describe the iPhone as the most profitable product in history. It was just an off-the-cuff comment but it got us thinking - could it be true? We compare and contrast a range of products suggested by More or Less listeners to work out if the iPhone truly is the most profitable.
Producer: Laura Gray",9 minutes,https://www.bbc.co.uk/programmes/p03vrkyw,[]
2016-05-13,WS More or Less: The world’s most diverse city,"Is London the most diverse city in the world? The new London mayor Sadiq Khan has claimed that it is, but is he right? How is diversity measured?
This month, British mathematician Sir Andrew Wiles will go to Oslo to collect the Abel prize, a prestigious maths prize for his work proving Fermat’s last theorem. Science author Simon Singh explains his work.
Producers: Laura Gray and Ed Davey.",10 minutes,https://www.bbc.co.uk/programmes/p03v1r1p,"['London', 'London', 'British', 'Oslo']"
2016-05-09,WS More or Less: Leicester City football fluke?,"At the beginning of the season of the English football Premier League, few people would have been brave enough to predict that Leicester City would finish top. But was it that surprising?
Tim Harford speaks to Lord Finkelstein, a political journalist, who has been running his own statistical model to assess the teams in the Premier League. We also hear from James Yorke from the football analytics website Stats Bomb. Was Leicester’s success down to the team’s skills, or was it down to luck?",9 minutes,https://www.bbc.co.uk/programmes/p03tlnzl,"['English', 'Leicester City']"
2016-05-06,The most profitable product in history,"Recently one of our listeners contacted us to say he heard a BBC correspondent describe the iPhone as the most profitable product in history. It was just an off-the-cuff comment but it got us thinking – could it be true? We asked listeners to get in touch with their suggestions. We take a look at a handful of them, from Viagra to popcorn in our quest for an answer. Could it be something more historical?
EU and trade: We take a look at the numbers on trade and at the UK’s relationship with the EU. Tim Harford interviews Chad P. Bown, a Senior Fellow at the Peterson Institute for International Economics.
Leicester City's Premier League success: At the beginning of the football season we explored the fallibility of predictions from experts and fans. As the season is ending, that is the only prediction we made correctly – that they are usually very wrong. Leicester City has had an astonishing success in winning the English Premier League. We take a look at the numbers behind the team’s performance.
Sexist Data Crisis: Are countries around the world failing to collect adequate details about their female citizens? Campaigners have argued we are missing data in areas that would help us understand women’s lives better, for example land and inheritance rights. We also explore how women’s work can be overlooked from labour surveys.",28 minutes,https://www.bbc.co.uk/programmes/p03t9h3k,"['UK', ""Leicester City's"", 'Leicester City', 'English']"
2016-04-29,WS More or Less: Simpson’s Paradox,"A Dutch statistician recently became suspicious by headlines in the Dutch news that women were being discriminated against when it came to getting science research funding. Professor Casper Albers of the Heymans Institute for Psychological Research, Groningen, discovered that the study into the funding process showed that when you looked at the overall numbers of successful candidates, women seemed to be less successful than men. And yet, when you looked at a breakdown of the different subjects people could apply for, it showed that women were not losing out disproportionately to men. How could two opposite findings be true? This contradiction is explained by a famous statistical paradox. We explain what is known as Simpson’s Paradox with the aid of a choir metaphor, performed by the BBC Singers.",9 minutes,https://www.bbc.co.uk/programmes/p03sm8vw,"['Dutch', 'Dutch']"
2016-04-29,EU Migration,"How many people have come from the EU to live in the UK? And what impact do they have on the economy? This week it was reported there had been an increase in fire deaths – we aren’t so sure. We explain the achievement of Abel Prize winning mathematician Sir Andrew Wiles for Fermat’s Last Theorem. Plus, we explore the numbers behind Simpson’s Paradox.",28 minutes,https://www.bbc.co.uk/programmes/p03slxlx,['UK']
2016-04-25,WS More or Less: Most Expensive Building,What is the most expensive “object” ever built? There are plans in the UK to build a brand new nuclear power station called Hinckley Point. The environmental charity Greenpeace have claimed it is set to be the most expensive object on Earth. But could it really cost more to build than the Great Pyramid of Giza? We take a look at some of the most costly building projects on the planet.,9 minutes,https://www.bbc.co.uk/programmes/p03s4577,"['UK', 'Earth']"
2016-04-22,Brexit numbers,"EU Treasury report
This week there was much debate over the Treasury report which modelled how leaving the EU would affect the economy. Tim Harford speaks to the Spectator’s Fraser Nelson about how the document was presented to the public, and how it was reported. Chris Giles of the Financial Times explains that there are useful points to take from the Treasury’s analysis.
Hinckley Point nuclear power station
What is the most expensive “object” ever built? The environmental charity Greenpeace has claimed it is set to be the most expensive object on Earth. But could it really cost more to build than the Great Pyramids? We take a look at some of the most costly building projects on the planet.
Chances of serving on a jury
A listener in Scotland is curious to know what the chances are of being selected for jury service. Several of his family members have received summons, but he has not. We look at who is eligible to serve, and what your odds are of receiving a summons.
European Girls Maths Olympiad
Last week we told the story of how the European Girls Maths Olympiad (EGMO) came into being. We followed the UK team on their recent journey to Romania to compete against 38 other teams from Europe and around the world.
Life expectancy of a Pope
In 2014 Pope Francis alluded to the fact he didn’t expect to live more than another two or three years. A group of statisticians have taken a look at the life expectancy of popes over the centuries and decided that he may have been rather pessimistic.
Presenter: Tim HarfordProducer: Charlotte McDonald",28 minutes,https://www.bbc.co.uk/programmes/p03rw8kw,"['Earth', 'Scotland', 'European', 'UK', 'Romania', 'Europe']"
2016-04-18,WS More or Less: The life expectancy of a Pope,"Life expectancy of a Pope
In 2014 Pope Francis alluded to the fact he didn’t expect to live more than another two or three years. A group of statisticians have taken a look at the life expectancy of popes over the centuries and decided that he may have been rather pessimistic.
The curse of the London Olympics
In a similar vein, is there an unusually high death count among athletes who took part in the London Olympics in 2012? The French press seem to think there is. Currently news reports estimate that 18 people have so far died since taking part in the sports event. The athletes come from teams around the world and have died from all sorts of causes – from cancer to drowning, murder, suicide, a helicopter crash among other things. But is there really a link between taking part in the London Olympics and the chances of dying? Or is it to be expected, statistically speaking, that 18 people have died over the last four years?",9 minutes,https://www.bbc.co.uk/programmes/p03rdkkl,"['London', 'French']"
2016-04-15,Celebrity deaths,"Celebrity deaths
A number of people have asked the team if more famous people have died this year compared to other years. It’s a hard one to measure – but we have had a go at some back of the envelope calculations with data from Who’s Who and BBC obituaries. Is the intuitive feeling that more people have died this year misplaced?
‘What British Muslims really think’ poll
This week many news outlets covered polling research carried out for a documentary on Channel 4. Some of the points that came out included that half of all British Muslims think homosexuality should be illegal and that 23% want Sharia Law. But how representative are these views? We speak to Anthony Wells from the blog UK Polling Report who explains the difficulties of carrying out polling.
The number of Brits abroad
Figures released this week suggested that there was an increase in the number of people coming to the UK from other parts of Europe. But many listeners have been asking – how many Brits are living in other parts of Europe? We try to find the best figures available.
European Girls Maths Olympiad
In 2012 a new international maths competition was started at the University of Cambridge. It was a chance for female students to get a chance of meeting girls from other countries and try to solve hard maths problems, as they are under represented at most other international competitions. We hear about how the competition got started in celebration of this year's competition in Romania.
Presenter: Tim HarfordProducer: Charlotte McDonald",28 minutes,https://www.bbc.co.uk/programmes/p03r5d29,"['British Muslims', 'British Muslims', 'UK', 'Brits', 'UK', 'Europe', 'Brits', 'Europe', 'European', 'Romania']"
2016-04-11,WS More or Less: The story of average,"In the 1600s astronomers were coming up with measurements to help sailors read their maps with a compass. But with all the observations of the skies they were making, how do they choose the best number? We tell the story of how astronomers started to find the average from a group of numbers. By the 1800s, one Belgian astronomer began to apply this to all sorts of social and national statistics – and the ‘Average Man’ was born.",9 minutes,https://www.bbc.co.uk/programmes/p03qprk7,['Belgian']
2016-04-08,Fathers and babies,"Paternity LeaveThis week it was claimed that only 1 percent of men are taking up the option of shared parental leave – a new provision that came into force a year ago. A number of media outlets covered the story, interviewing experts about why there was such a low take-up. But in reality the figures used are deeply flawed and cannot be used to prove such a statement.
Exponential Love“I love you twice as much today as yesterday, but half as much as tomorrow.” – This is the inscription on a card that teacher Kyle Evans once saw in a card from his father to his mother. But if that was true, what would it have meant over the course of their relationship? Kyle takes us through a musical exploration of what exponential love would look like. The item is based on a performance he gave for a regional heat of Cheltenham Festivals Famelab – a competition trying to explain science in an engaging way.
The cost of the EUOne of our listeners spotted a comparison made this week between the UK’s contribution to the EU and a sandwich. One blogger says it’s like buying a £3 sandwich with a £5 note, and getting over a £1,000 in change. We look at the figures on how much the UK pays to the EU, and what it gets back.
The story of ‘average’In the 1600s astronomers were coming up with measurements to help sailors read their maps with a compass. But with all the observations of the skies they were making, how did they choose the best number? We tell the story of how astronomers started to find the average from a group of numbers. By the 1800s, one Belgian astronomer began to apply it to all sorts of social and national statistics – and the ‘Average Man’ was born.
And we set a little maths problem to solve...
Presenter: Tim HarfordProducer: Charlotte McDonald",28 minutes,https://www.bbc.co.uk/programmes/p03qfs8c,"['UK', 'UK', 'Belgian']"
2016-04-05,WS More or Less: The Great EU Cabbage Myth,"Could there really be 26,911 words of European Union regulation dedicated to the sale of cabbage? This figure is often used by those arguing there is too much bureaucracy in the EU. But we trace its origins back to 1940s America. It wasn’t true then, and it isn’t true today. So how did this cabbage myth grow and spread? And what is the real number of words relating to the sale of cabbages in the EU? Tim Harford presents.",9 minutes,https://www.bbc.co.uk/programmes/p03q39mf,['America']
2016-04-04,The Great EU Cabbage Myth,"Could there really be 26,911 words of European Union regulation dedicated to the sale of cabbage? This figure is often used by those arguing there is too much bureaucracy in the EU. But we trace its origins back to 1940s America. It wasn't true then, and it isn't true today. So how did this cabbage myth grow and spread? And what is the real number of words relating to the sale of cabbages in the EU? After the recent announcement that all schools would be converted to academies, a number of listeners have asked us to look into the evidence of how they perform. Education Secretary Nicky Morgan wrote a guest post on Mumsnet and More or Less were called upon to check her numbers. The popular TV show The Only Way is Essex claimed in its 200th episode that it had contributed more than a billion pounds to the UK economy. We investigate if this is true. Plus, can we trust food surveys? Stories about which foods are good and bad for you, which foods are linked to cancer and which have beneficial qualities are always popular. But how do experts know what people are eating? Tim Harford speaks to Christie Aschwanden, FiveThirtyEight's lead writer for science, about the pitfalls of food surveys. She kept a food diary and answered nutrition surveys and found many of the questions were really hard to answer.",28 minutes,https://www.bbc.co.uk/programmes/p03pzcck,"['America', 'UK', 'Christie Aschwanden']"
2016-03-24,WSMoreOrLess: Safe drinking,New alcohol guidelines were issued recently in the UK which lowered the number of units recommended for safe drinking. But are the benefits and harms of alcohol being judged correctly? We speak to Professor David Speigelhalter. Tim Harford presents. Producer: Charlotte McDonald/Richard Vadon,9 minutes,https://www.bbc.co.uk/programmes/p03nxgj2,['UK']
2016-03-18,WSMoreOrLess: Mobiles or lightbulbs,"Mobile technology is spreading fast in Africa, and one lawyer Gerald Abila has done the maths and worked out that there are more mobile phones than lightbulbs in Uganda. We look at his figures and find that measuring them is more complicated than you might imagine. There are certainly numbers you can choose to demonstrate this, but are they the right ones? Thyroid cancer has gone up after the Fukushima accident - but it's not what you think. Japanese authorities were worried about the impact of radiation that escaped into the atmosphere after a nuclear plant was damaged during the earthquake of 2011. Around 300,000 under-19s received ultrasound scans to look for abnormalities, and the results appeared alarming. One expert claimed there were 30 times more cases than might have been expected. But a group of epidemiologists have since questioned this - they say if you survey so many people, you will always find more cases. Producer: Charlotte McDonald/Laura Gray",9 minutes,https://www.bbc.co.uk/programmes/p03n6ttt,"['Africa', 'Uganda', 'Japanese']"
2016-03-11,WSMoreOrLess: Can we trust food surveys?,"Stories about what foods are good and bad for you, which foods are linked to cancer and which have beneficial qualities are always popular online and in the news. But how do experts know what people are eating? Tim Harford speaks to Christie Aschwanden, FiveThirtyEight’s lead writer for science, about the pitfalls of food surveys. She kept a food diary and answered nutrition surveys and found many of the questions were really hard to answer – how could she tell all the ingredients in a restaurant curry; and how many tomatoes did she eat regularly over the past six months?Presenter: Tim Harford Producer: Charlotte McDonald/Wesley Stephenson",9 minutes,https://www.bbc.co.uk/programmes/p03m9tck,['Christie Aschwanden']
2016-03-04,WSMoreOrLess: Fact checking The Big Short,"""Every one percent unemployment goes up, 40,000 people die, did you know that?"" says Brad Pitt playing a former investment banker Ben Rickert, in the recent Oscar-winning film The Big Short. Although based on a true story, the filmmakers admit there is some creative license in some of the scenes. But is there any truth to this statistic? It turns out it’s a figure that has been around for many decades. We explore its origins.
The debate over whether the UK should leave the European Union is heating up ahead of the referendum this summer. Many politicians have said that the UK is the fifth largest economy in the world – is that a fair assessment? We look at the GDP figures.
(Image: Brad Pitt attends the premiere of ""The Big Short"" in New York 2015. Credit: Dimitrios Kambouris/Getty Images)",9 minutes,https://www.bbc.co.uk/programmes/p03lj18n,"['UK', 'UK', 'New York']"
2016-02-26,WSMoreOrLess: Antibiotics and the problem of the broken market,"It’s a life and death situation – the world is at its last line of defence against some pretty nasty bacteria and there are no new antibiotics. But it’s not the science that’s the big problem, it the economics. Despite the $40 billion market worldwide there’s no money to be made in antibiotics so big pharma have all but stopped their research. Why is this and how do we entice them back in? Wesley Stephenson finds out.(Image: Computer artwork of bacteria - credit: Science Photo Library)",9 minutes,https://www.bbc.co.uk/programmes/p03ksfb1,[]
2016-02-19,"WSMoreOrLess: When £10,000 isn’t a good incentive",Could no prize have been a better way to motivate snooker player Ronnie O’Sullivan?,9 minutes,https://www.bbc.co.uk/programmes/p03k2stg,[]
2016-02-12,WSMoreOrLess: Fishy numbers?,There were reports recently that there will more plastic in the ocean than fish by 2050. The report comes from The Ellen MacArthur Foundation. But as we discover there's something fishy about these figures. And what are the chances that as a parent you share your birthday with two of your children.,9 minutes,https://www.bbc.co.uk/programmes/p03jcvym,[]
2016-02-12,"Selfies, sugar daddies and dodgy surveys","Adverstising dressed up as research has inspired us this week. Firstly recent reports that said that young women aged between 16 and 25 spend five and a half hours taking selfies on average. It doersn't take much thinking to realise that thhere something really wrong with this number. We pick apart the survey that suggested women are spending all that time taking pictures of themselves.
The second piece of questionable research comes from reports that a quarter of a million UK students are getting money from 'sugar daddies' they met online. The story came from a sugar daddy website. They claim around 225,000 students have registered with them and have met (mostly) men for what they call ""mutually beneficial arrangements"". We explain our doubts over the figures.
There were reports recently that there will more plastic in the ocean than fish by 2050. The report comes from The Ellen MacArthur Foundation. But, as we discover, there's something fishy about these figures.
Away from advertising, studies have shown that children born in the summer do not perform as well as children born earlier in the academic year. For this reason schools are being encouraged to be sympathetic to parents that want their summer-born children to start a year later. But what should parents do? Is this a good option? We speak to Claire Crawford, Assistant Professor of Economics at the University.
Gemma Tetlow from the Institute for Fiscal Studies explains how some areas of public spending having fallen to similar levels seen in 1948. She explains how spending has changed over time, and what might happen in the future.
And friend of the programme, Kevin McConway, explains some of the statistical words that non-statisticians do not understand.",28 minutes,https://www.bbc.co.uk/programmes/p03jcttd,['UK']
2016-02-08,WSMoreOrLess: Do e-cigarettes really harm your chances of quitting smoking?,"Research last month claimed to show that e-cigarettes harm your chances of quitting smoking. The paper got coverage world-wide but it also came in for unusually fierce criticism from academics who spend their lives trying to help people quit. It’s been described as ""grossly misleading"" and ""not scientific"". We look at what is wrong with the paper and ask if it should have been published in the first place.
(Image: Man smoking e-cigarette. Credit: Dan Kitwood/Getty Images)",10 minutes,https://www.bbc.co.uk/programmes/p03hx3tq,[]
2016-02-05,E-cigarettes: Can They Help People Quit?,"Do e-cigarettes make quitting smoking more difficult? Research last month claimed to show that e-cigarettes harm your chances of quitting smoking. The paper got coverage world-wide but it also came in for unusually fierce criticism from academics who spend their lives trying to help people quit. It's been described as 'grossly misleading' and 'not scientific'. We look at what is wrong with the paper and ask if it should have been published in the first place.
A campaign of dodgy statistics
Are American presidential hopefuls getting away with statistical murder? We speak to Angie Drobnic, Editor of the US fact-checking website Politifact, about the numbers politicians are using - which are not just misleading, but wrong.
Will missing a week of school affect your GCSE results?
Recently education minister Nick Gibb said that missing a week of school could affect a pupil's GCSE grades by a quarter. We examine the evidence and explore one of the first rules of More or Less – 'correlation is not causation'. We interview Stephen Gorard, Professor of Education at Durham University.
What are the chances that a father and two of his children share the same birthday?
A loyal listener got in touch to find out how rare an occurrence this is. Professor David Spiegelhalter from the University of Cambridge explains the probabilities involved.
Presenter: Tim Harford Producer: Charlotte McDonald",28 minutes,https://www.bbc.co.uk/programmes/p03hnfb6,"['American', 'US']"
2016-01-29,Swedish refugees,"Have refugees caused a gender imbalance in Sweden? It has been reported that there are 123 boys for every 100 girls aged between 16 and 17 in Sweden. In China, the ratio is 117 boys to 100 girls. We explore if the numbers add up and why this might be.",9 minutes,https://www.bbc.co.uk/programmes/p03gzh7x,"['Sweden', 'Sweden', 'China']"
2016-01-29,How harmful is alcohol?,"New alcohol guidelines were issued recently which lowered the number of units recommended for safe drinking. But are the benefits and harms of alcohol being jusged correctly? We speak to Professor David Speigelhalter and
Sepsis – do 44,000 people die of it a year? Is it the country's second biggest killer? We speak to Dr Marissa Mason about the difficulties of knowing the numbers.
Dan Bouk tells the story of a statistician who crept around graveyards in South Carolina at the turn of the century recording how long people lived - all to help out an insurance firm. It's from his book 'How our days became numbered' – looking at how data from insurance company has shaped knowledge about our lives.
Have refugees caused a gender imbalance in Sweden or is there something funny going on? It has been reported that there are 123 boys for every 100 girls aged between 16 and 17 in Sweden. In China, the ratio is 117 boys to 100 girls. We explore if the numbers add up and why this might be.
Presenter: Tim Harford Producer: Charlotte McDonald",28 minutes,https://www.bbc.co.uk/programmes/p03gz8sy,"['Dr', 'South Carolina', 'Sweden', 'Sweden', 'China']"
2016-01-25,WSMoreOrLess: Oxfam and Wealth Inequality,You may have seen the claim that ‘62 people now own as much wealth as half of the world’s population’. You may also have seen headlines that suggest that 1% of the world’s population now own more than the 99% put together. This is the latest iteration of Oxfam’s annual report looking at global inequality. They say that the overall the world may be getting richer but that most of the wealth is concentrated in the hands of fewer and fewer people. But is this really telling us what we think it’s telling us? Tim Harford asks economics writer Felix Salmon and development expert Charles Kenny.,10 minutes,https://www.bbc.co.uk/programmes/p03gj7h9,[]
2016-01-22,Billionaires versus the world,"Oxfam says that 62 people now own as much wealth as half of the world’s population. But is this really telling us anything meaningful? And how is it that this study shows that some of the world’s poorest people live in the United States?
What do you do with bored children on a bus? Rob Eastaway, author of ‘Maths on the go,’ gets three pupils to play a game on the Number 12 in south London.
Prime Minister David Cameron said this week that 22% of British Muslim women speak little or no English. He says that equates to 190,000. We look at the figures.
Plus, was the Hatton Garden Heist the biggest robbery ever? Is water more expensive than oil? And a new prime number is discovered.",28 minutes,https://www.bbc.co.uk/programmes/p03g88vw,"['the United States', 'London', 'British Muslim']"
2016-01-15,WS MoreOrLess: Gravitational Waves,"One of our 2015 ‘Numbers of the Year’ predictions might have come to pass. There is great excitement over rumours that one of the predictions Einstein made in his theory of General Relativity has finally been observed. But it’s not the first time it’s been reported that ‘gravitational waves’ have been discovered, and the last time proved to be an equipment test.
What is the total number of possible tweets that could be created from 140 characters? In a recent programme Professor John Allen-Paulos told us that when you take into account all of the symbols available, the total number of possible tweets is Googol^2.8 (which is a 1 followed by 280 zeros.) But has he missed some options?",10 minutes,https://www.bbc.co.uk/programmes/p03fm6b8,[]
2016-01-15,Weekend Stroke Deaths,"Health Secretary Jeremy Hunt said this week that if you have a stroke at the weekends, you're 20% more likely to die. But is that true? We look at the evidence.
Are you more likely to win prizes with newer Premium Bonds? We ask Radio 4’s Money Box presenter Paul Lewis if there is any truth in this.
A few weeks ago many newspapers were reporting that alcohol was the cause of 70% of Accident and Emergency attendances over the weekends. Did the newspapers misunderstand the research?
Why was the polling in the run up to the General Election last year so wrong? We speak to Professor John Curtice, lead author on a report using the 2015 British Social Attitudes Survey to see if they could come up with better data.
There is great excitement over rumours that one of the predictions Einstein made in his theory of General Relativity has finally been observed. We ask UCL physicist Dr Andrew Pontzen why this is big news.
Plus, is the air in Beijing is so bad that it's like smoking 40 cigarettes a day? We investigate.",28 minutes,https://www.bbc.co.uk/programmes/p03flxkc,['Beijing']
2016-01-08,Flood Defence Spending,"Tim Harford and the team take a look at some of the numbers in the news about flooding. What is a one hundred year flood? And is there really a north-south divide in the amount of money spent on flood defences in England?
What is the total number of possible tweets that could be created from 140 characters? In a recent programme Professor John Allen-Paulos told us that when you take into account all of the symbols available, the total number of possible tweets is Googol2.8 (which is a 1 followed by 280 zeros.) But has he missed some options?
One of our listener’s questions whether Christmas Eve is really the busiest day on the roads. We take a look at the figures.
Plus – which is the bigger number? The total number of Storm Trooper toys ever made, or the number of real life soldiers serving in armies around the world?",24 minutes,https://www.bbc.co.uk/programmes/p03dy2sd,"['England', 'Googol2.8']"
2016-01-07,WS MoreOrLess: Numbers of the Year 2015: Part Three,"What is preventing some Americans from being creative? And, how much money does the English Premier League contribute in tax? Tim Harford looks back over some of the numbers that made the news in 2015. He speaks to author and broadcaster Farai Chideya, former footballer Graeme le Saux, and BBC cricket statistician Andrew Samson.",10 minutes,https://www.bbc.co.uk/programmes/p03dslkl,"['Americans', 'English']"
2015-12-31,WSMoreOrLess: Numbers of the Year 2015 Part 2,"How healthy is the Nigerian economy and how many possible tweets are there? Tim Harford looks back over some of the numbers that made the news in 2015.Guests include:Peter Cunliffe-Jones from Africa Check, Professor John Allen Paulos and Dr Andrew Pontzen",10 minutes,https://www.bbc.co.uk/programmes/p03dcw3m,"['Nigerian', 'Africa Check']"
2015-12-31,Numbers of the Year 2015,"Tim Harford looks back at some of the most interesting numbers behind the news in 2015, from the migrant crisis to social media messages. Contributors include: Professor Jane Green, Helen Arney, Paul Lewis, Andrew Samson, Leonard Doyle , Peter Cunliffe-Jones, Farai Chideya, Claire Melamed and Professor John Allen Paulos.",28 minutes,https://www.bbc.co.uk/programmes/p03dcxpv,[]
2015-12-22,WS MoreOrLess: Numbers of the Year 2015 Part 1,How has the European migrant crisis affected the number of people seeking asylum? In this special programme Tim Harford looks back at some of the numbers making the news in 2015. Guests include: Leonard Doyle from the International Organisation for Migration and Claire Melamed from the Overseas Development Institute.,10 minutes,https://www.bbc.co.uk/programmes/p03crt5z,['European']
2015-12-18,WS MoreOrLess: How Many Stormtroopers are there?,"Are Star Wars’ Stormtroopers the biggest secret army on Earth? Ruth Alexander investigates, and looks at some of the other numbers behind one of the most successful movie franchises in history.",13 minutes,https://www.bbc.co.uk/programmes/p03chxn5,['Earth']
2015-12-11,WS MoreOrLess:100 Year Floods?,"Do so-called ‘100 year floods’ only happen once a century? Ruth Alexander and Wesley Stephenson investigate. Also, does the air in Beijing cause as much damage as smoking 40 cigarettes a day?",10 minutes,https://www.bbc.co.uk/programmes/p03bvgsc,['Beijing']
2015-12-08,WS MoreOrLess: Climate Change,"Ruth Alexander investigates claims climate change has contributed to the war in Syria, and with the climate change summit COP21 underway in Paris, we answer listener’s climate change number questions.",9 minutes,https://www.bbc.co.uk/programmes/p03bgr3z,"['Syria', 'Paris']"
2015-11-27,WS MoreOrLess: '‘Sympathy’ for jihadis,"A front page article in a British tabloid claimed that one in five British Muslims have sympathy for jihadis. Ruth Alexander investigates whether this is correct, and asks which countries have the most support for Islamic State fighters.",10 minutes,https://www.bbc.co.uk/programmes/p039cqvx,"['British', 'British Muslims']"
2015-11-23,WS MoreOrLess: Has Islamic State been Losing Territory?,"Has so-called Islamic State been losing territory? Britain's Prime Minister David Cameron has claimed IS have lost about 25-30% of their territory in Iraq. Is this true? Plus, is Premier League footballer Héctor Bellerín faster than Usain Bolt? Bellerín can reportedly run 40 metres in 4.41 seconds. Ruth Alexander asks how their times compare.",10 minutes,https://www.bbc.co.uk/programmes/p038w4ct,"['Britain', 'Iraq']"
2015-11-13,WS MoreOrLess: Creativity and Mental Illness,"Are creative people more likely to suffer mental illness, and has Cuba wiped out child hunger? Wesley Stephenson investigates.",10 minutes,https://www.bbc.co.uk/programmes/p037zqwm,['Cuba']
